samplename	otu_001	otu_002	otu_003	otu_004	otu_005	otu_006	otu_007	otu_008	otu_009	otu_010	otu_011	otu_012	otu_013	otu_014	otu_015	otu_016	otu_017	otu_018	otu_019	otu_020	otu_021	otu_022	otu_023	otu_024	otu_025	otu_026	otu_027	otu_028	otu_029	otu_030	otu_031	otu_032	otu_033	otu_034	otu_035	otu_036	otu_037	otu_038	otu_039	otu_040	otu_041	otu_042	otu_043	otu_044	otu_045	otu_046	otu_047	otu_048	otu_049	otu_050	otu_051	otu_052	otu_053	otu_054	otu_055	otu_056	otu_057	otu_058	otu_059	otu_060	otu_061	otu_062	otu_063	otu_064	otu_065	otu_066	otu_067	otu_068	otu_069	otu_070	otu_071	otu_072	otu_073	otu_074	otu_075	otu_076	otu_077	otu_078	otu_079	otu_080	otu_081	otu_082	otu_083	otu_084	otu_085	otu_086	otu_087	otu_088	otu_089	otu_090	otu_091	otu_092	otu_093	otu_094	otu_095	otu_096	otu_097	otu_098	otu_099	otu_100	otu_101	otu_102	otu_103	otu_104	otu_105	otu_106	otu_107	otu_108	otu_109	otu_110	otu_111	otu_112	otu_113	otu_114	otu_115	otu_116	otu_117	otu_118	otu_119	otu_120	otu_121	otu_122	otu_123	otu_124	otu_125	otu_126	otu_127	otu_128	otu_129	otu_130	otu_131	otu_132	otu_133	otu_134	otu_135	otu_136	otu_137	otu_138	otu_139	otu_140	otu_141	otu_142	otu_143	otu_144	otu_145	otu_146	otu_147	otu_148	otu_149	otu_150	otu_151	otu_152	otu_153	otu_154	otu_155	otu_156	otu_157	otu_158	otu_159	otu_160	otu_161	otu_162	otu_163	otu_164	otu_165	otu_166	otu_167	otu_168	otu_169	otu_170	otu_171	otu_172	otu_173	otu_174	otu_175	otu_176	otu_177	otu_178	otu_179	otu_180	otu_181	otu_182	otu_183	otu_184	otu_185	otu_186	otu_187	otu_188	otu_189	otu_190	otu_191	otu_192	otu_193	otu_194	otu_195	otu_196	otu_197	otu_198	otu_199	otu_200	otu_201	otu_202	otu_203	otu_204	otu_205	otu_206	otu_207	otu_208	otu_209	otu_210	otu_211	otu_212	otu_213	otu_214	otu_215	otu_216	otu_217	otu_218	otu_219	otu_220	otu_221	otu_222	otu_223	otu_224	otu_225	otu_226	otu_227	otu_228	otu_229	otu_230	otu_231	otu_232	otu_233	otu_234	otu_235	otu_236	otu_237	otu_238	otu_239	otu_240
ClaidentTutorial__Sample01__MiFish	87	59	0	0	0	107	0	54	0	0	0	0	0	0	0	0	87	0	68	0	0	0	0	0	0	0	0	0	0	0	68	0	39	138	0	0	0	84	0	0	0	109	0	0	70	0	0	0	0	66	0	0	0	0	1	0	74	0	0	0	0	0	0	0	0	2	0	0	0	129	0	76	0	0	0	81	59	0	0	0	0	0	0	0	0	0	0	100	0	0	87	0	0	53	0	0	79	0	0	140	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	65	98	0	0	0	0	49	64	54	0	0	0	0	0	0	71	0	0	72	0	0	0	0	0	0	85	0	0	0	102	125	120	0	0	0	0	47	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	57	0	0	109	0	0	0	115	110	0	0	0	0	0	0	90	92	80	0	72	0	75	0	0	0	0	0	0	51	0	0	0	39	0	0	0	0	0	0
ClaidentTutorial__Sample02__MiFish	143	173	0	0	0	221	0	115	0	0	0	0	0	0	0	0	269	0	287	0	0	0	231	0	0	0	0	0	0	0	147	0	208	201	0	0	0	185	0	0	0	133	0	0	207	0	0	0	0	118	0	0	1	0	0	234	221	0	0	2	0	120	1	1	0	0	0	0	0	163	0	228	0	376	0	209	221	0	0	0	0	0	0	0	0	0	0	117	0	0	265	0	0	225	0	0	215	1	0	177	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	240	0	0	0	0	0	0	0	0	0	0	207	0	216	168	0	0	0	0	127	276	192	0	267	0	78	0	0	211	0	0	323	0	0	0	0	0	0	246	0	0	0	190	182	179	0	0	0	0	129	0	188	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	211	0	0	0	0	0	0	0	2	0	141	0	0	0	0	0	0	0	0	159	0	0	0	0	0	0	0	0	0	0	0	0	0	217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ClaidentTutorial__Sample03__MiFish	11	17	0	26	0	20	0	22	0	0	0	0	0	0	0	0	25	0	12	32	0	0	17	0	0	0	0	0	0	0	21	0	20	20	14	0	0	15	0	0	0	16	0	0	14	0	0	32	0	23	0	0	1	0	4	16	26	0	0	1	0	17	0	0	0	0	0	0	0	18	0	22	0	16	0	14	23	0	0	0	0	0	0	29	0	0	0	31	0	0	26	0	0	16	0	0	17	0	0	13	0	0	0	0	0	0	45	0	16	0	0	0	0	0	0	22	0	0	0	0	0	0	0	27	0	0	34	0	19	16	0	0	0	0	18	13	18	0	24	0	25	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0
ClaidentTutorial__Sample04__MiFish	162	113	147	154	0	116	0	60	0	0	0	0	0	0	0	0	152	0	160	108	0	0	85	180	0	0	0	0	0	0	149	0	134	145	151	0	0	110	0	0	0	93	0	0	170	0	0	119	0	150	0	0	1	175	76	153	91	88	0	0	0	117	0	1	0	0	0	0	0	99	0	100	0	147	0	135	141	0	0	0	234	0	0	136	80	0	0	117	155	0	96	0	0	160	0	0	102	0	0	0	0	163	0	0	0	0	62	0	70	0	0	0	0	0	0	133	0	0	0	0	0	0	0	143	0	0	104	0	0	0	0	0	0	0	76	0	0	0	0	0	127	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0
ClaidentTutorial__Sample05__MiFish	122	99	124	182	0	160	0	96	0	0	0	0	0	0	0	0	119	256	140	126	182	0	120	134	0	0	0	0	1	0	139	0	87	174	105	0	0	95	0	0	0	105	0	0	69	0	0	125	0	100	0	0	0	170	116	138	131	174	0	0	0	98	0	0	0	109	0	0	0	167	0	131	0	124	0	161	125	0	0	0	128	0	0	158	98	0	0	0	111	0	0	0	0	2	0	0	0	0	3	0	0	113	0	205	0	0	123	0	109	0	0	0	0	0	0	0	0	0	0	3	0	0	0	120	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	182	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	194	0	0	0	192	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ClaidentTutorial__Sample06__MiFish	62	54	97	47	20	64	0	66	0	0	0	0	0	133	40	0	94	62	54	58	59	0	50	74	0	0	0	0	0	0	66	0	64	75	43	102	0	90	0	0	0	47	0	0	59	0	0	82	0	40	0	0	0	57	58	51	65	41	0	0	0	80	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	44	87	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	40	143	46	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	60	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	71	0	53	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0
ClaidentTutorial__Sample07__MiFish	183	142	151	174	194	148	0	149	0	0	0	0	0	187	98	245	199	196	205	82	109	0	272	211	0	0	2	143	0	0	162	0	143	0	156	143	0	106	0	38	0	126	0	0	172	0	0	161	0	205	0	0	0	123	109	131	0	115	0	0	0	127	225	97	0	127	0	0	0	0	265	3	0	0	267	0	0	0	0	0	164	0	0	0	209	262	0	0	205	0	0	0	0	0	0	0	2	0	0	0	0	152	154	226	0	0	0	0	1	0	0	0	237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	284	0	0	0	2	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ClaidentTutorial__Sample08__MiFish	112	155	173	151	248	203	0	208	0	0	279	0	0	170	170	225	218	318	209	177	170	0	252	287	0	0	265	165	189	0	219	0	173	0	176	197	0	143	0	208	0	190	0	0	0	0	0	134	0	0	0	0	354	129	146	0	0	267	0	284	0	117	212	189	0	282	0	0	0	1	185	1	0	0	187	2	0	0	0	0	0	0	0	0	124	235	0	0	0	0	0	0	0	2	0	0	0	220	46	0	0	0	153	2	0	0	0	0	0	0	0	0	258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	1	0	0	0	0	0	0	0	0	2	0	152	0	0	164	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ClaidentTutorial__Sample09__MiFish	72	83	126	92	106	41	159	69	0	202	152	0	0	108	99	60	0	119	58	72	80	0	90	104	0	0	108	84	96	136	0	0	84	0	88	82	0	1	0	73	0	0	0	0	0	0	0	0	0	0	0	0	91	93	139	0	0	99	0	146	0	0	143	106	0	116	0	75	0	0	84	0	0	0	103	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	1	0	0	0	68	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	126	0	0	0	170	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	45	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ClaidentTutorial__Sample10__MiFish	197	102	114	182	151	192	181	145	143	144	128	324	0	212	212	172	0	133	0	123	119	0	0	171	0	0	217	207	191	156	0	0	0	1	209	103	0	0	0	117	0	0	0	189	0	236	0	0	0	0	0	0	167	0	129	0	0	0	0	127	0	0	147	103	0	0	0	194	0	0	171	0	0	0	138	0	0	0	0	0	0	0	0	0	0	170	0	0	0	0	0	0	0	0	272	0	0	207	181	0	0	2	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	171	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	185	0	0	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0
